2,Product_0993,Whse_J,Category_028,27/07/2012,100
3,Product_0979,Whse_J,Category_028,19/01/2012,500
4,Product_0979,Whse_J,Category_028,03/02/2012,500
5,Product_0979,Whse_J,Category_028,09/02/2012,500
6,Product_0979,Whse_J,Category_028,02/03/2012,500
7,Product_0979,Whse_J,Category_028,19/04/2012,500
8,Product_0979,Whse_J,Category_028,05/06/2012,500
9,Product_0979,Whse_J,Category_028,27/06/2012,500
10,Product_0979,Whse_J,Category_028,23/07/2012,500
11,Product_0979,Whse_J,Category_028,29/08/2012,500
12,Product_0979,Whse_J,Category_028,29/08/2012,500
13,Product_0979,Whse_J,Category_028,18/09/2012,500
14,Product_0979,Whse_J,Category_028,11/10/2012,500
15,Product_0979,Whse_J,Category_028,01/11/2012,500
16,Product_0979,Whse_J,Category_028,29/11/2012,500
17,Product_0979,Whse_J,Category_028,26/12/2012,500
18,Product_1159,Whse_J,Category_006,06/01/2012,50000
19,Product_1159,Whse_J,Category_006,18/01/2012,100000
20,Product_1159,Whse_J,Category_006,02/02/2012,50000
21,Product_1159,Whse_J,Category_006,22/02/2012,50000
22,Product_1159,Whse_J,Category_006,02/03/2012,50000
23,Product_1159,Whse_J,Category_006,09/03/2012,50000
24,Product_1159,Whse_J,Category_006,23/03/2012,50000
25,Product_1159,Whse_J,Category_006,06/04/2012,50000
26,Product_1159,Whse_J,Category_006,16/04/2012,50000
27,Product_1159,Whse_J,Category_006,07/05/2012,50000
28,Product_1159,Whse_J,Category_006,17/04/2012,50000
29,Product_1159,Whse_J,Category_006,30/05/2012,50000
30,Product_1159,Whse_J,Category_006,20/06/2012,50000
31,Product_1159,Whse_J,Category_006,29/06/2012,50000
32,Product_1159,Whse_J,Category_006,09/07/2012,50000
33,Product_1159,Whse_J,Category_006,17/07/2012,50000
34,Product_1159,Whse_J,Category_006,30/07/2012,50000
35,Product_1159,Whse_J,Category_006,27/08/2012,50000
36,Product_1159,Whse_J,Category_006,31/07/2012,50000
37,Product_1159,Whse_J,Category_006,06/08/2012,50000
38,Product_1159,Whse_J,Category_006,04/09/2012,50000
39,Product_1159,Whse_J,Category_006,18/09/2012,50000
40,Product_1159,Whse_J,Category_006,30/08/2012,50000
41,Product_1159,Whse_J,Category_006,30/08/2012,50000
42,Product_1159,Whse_J,Category_006,12/09/2012,50000
43,Product_1159,Whse_J,Category_006,25/09/2012,50000
44,Product_1159,Whse_J,Category_006,01/10/2012,100000
45,Product_1159,Whse_J,Category_006,10/10/2012,50000
46,Product_1159,Whse_J,Category_006,18/10/2012,100000
47,Product_1159,Whse_J,Category_006,25/10/2012,50000
48,Product_1159,Whse_J,Category_006,01/11/2012,50000
49,Product_1938,Whse_J,Category_001,06/06/2012,4
50,Product_1938,Whse_J,Category_001,13/07/2012,4
51,Product_1938,Whse_J,Category_001,13/07/2012,4
